id,painting_unique_id,featured_story_image,featured_manuscript_image,recension_id,total_manuscripts_with_this_story_id_illustrated,total_story_id_paintings,total_manuscript_paintings,manuscript_link,image_link,non_iiif_image_link,painting_number,painting_folio,painting_scan,number_of_episodes,episode_number,episode_location_on_page,episode_description,episode_keywords_objects,episode_keywords_agents,episode_keywords_activities,episode_keywords_concepts,episode_caption,episode_notes,painting_same_date_as_manuscript,painting_research_note,painting_sort_order_number,paintings_manuscript_detail_order,manuscript.manuscript,manuscript.manuscript_full_name,manuscript.link_to_digital_copy,canonical_story_id.canonical_story_id
3170,1899,,TRUE,,225,227,1,https://www.vhmml.org/readingRoom/view/200541,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+6914/EMML+6914_005.jpg,1,2r,5,1,1,full,Motherhood: Madonna and child,arch; building; sword; breast milk,Mary; Jesus Christ; angel; Michael; Gabriel,breastfeeding,,Mary..; Gabriel...; Michael..,Captions are unclear,,,2000,1,EMML (HMML) 6914,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 6914",https://w3id.org/vhmml/readingRoom/view/200541,7011
3171,1900,,TRUE,,225,227,1,https://www.vhmml.org/readingRoom/view/200592,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+6967/EMML+6967_006a.jpg,1,2v,6a,1,1,full,Motherhood: Madonna and child,sword,Mary; Jesus Christ; angel; Michael; Gabriel,,,,,,,2000,1,EMML (HMML) 6967,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 6967",https://w3id.org/vhmml/readingRoom/view/200592,7011
3172,1901,,TRUE,,225,227,1,https://www.vhmml.org/readingRoom/view/200659,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7039/EMML+7039_032a.jpg,1,30v,32a,1,1,full,Motherhood: Madonna and child,sword; handkerchief,Mary; Jesus Christ; angel; Michael; Gabriel,,,,,,,2000,1,EMML (HMML) 7039,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7039",https://w3id.org/vhmml/readingRoom/view/200659,7011
3173,1902,,TRUE,,225,227,1,https://www.vhmml.org/readingRoom/view/200811,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7239/EMML+7239_005a.jpg,1,2v,5a,1,1,full,Motherhood: Madonna and child,couch; handkerchief; book; jewelry; sword; scabbard,Mary; Jesus Christ; Michael; Gabriel; angel; patron,,,,,,,2000,1,EMML (HMML) 7239,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7239",https://w3id.org/vhmml/readingRoom/view/200811,7011
3174,1903,,,,225,227,6,https://www.vhmml.org/readingRoom/view/200830,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7258/EMML+7258_006b.jpg,1,3r,6b,1,1,full,Motherhood: Madonna and child,couch; handkerchief; book; jewelry; sword,Mary; Jesus Christ; Michael; Gabriel; angel,,,With her beloved Son,,,,2000,1,EMML (HMML) 7258,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7258",https://w3id.org/vhmml/readingRoom/view/200830,7011
3175,1904,,,,30,31,6,https://www.vhmml.org/readingRoom/view/200830,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7258/EMML+7258_008a.jpg,1,4v,8a,1,1,full,Dormition: Mary receives the Covenant of Mercy from Jesus,handkerchief,Mary; Jesus Christ; angel,,,,,,,2000,2,EMML (HMML) 7258,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7258",https://w3id.org/vhmml/readingRoom/view/200830,7008
3176,1905,,,,4,4,6,https://www.vhmml.org/readingRoom/view/200830,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7258/EMML+7258_011b.jpg,1,7r,11b,1,1,full,Dormition: Mary on her bier,bed; blanket; bier,Mary; Jesus Christ; disciple,,,,,,,2000,3,EMML (HMML) 7258,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7258",https://w3id.org/vhmml/readingRoom/view/200830,7042
3177,1906,,,,20,20,6,https://www.vhmml.org/readingRoom/view/200830,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7258/EMML+7258_013a.jpg,1,8v,13a,1,1,full,Ascension: Mary surrounded by angels and the apostles,heavenly clouds,Mary; angel,,,,,,,2000,4,EMML (HMML) 7258,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7258",https://w3id.org/vhmml/readingRoom/view/200830,7036
3178,1907,,,,58,59,6,https://www.vhmml.org/readingRoom/view/200830,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7258/EMML+7258_020b.jpg,1,16r,20b,1,1,full,Crucifixion: Mary at the cross,cross; blood; stars; sign; crown; thorns; nail,Mary; Jesus Christ; John,,,,,,,2000,5,EMML (HMML) 7258,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7258",https://w3id.org/vhmml/readingRoom/view/200830,7027
3179,1908,,TRUE,,13,13,6,https://www.vhmml.org/readingRoom/view/200830,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7258/EMML+7258_036a.jpg,1,31v,36a,1,1,full,Ascension: Mary Enthroned,couch; handkerchief; crown,Mary; angel,,,,,,,2000,6,EMML (HMML) 7258,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7258",https://w3id.org/vhmml/readingRoom/view/200830,7037
3180,1909,,,,51,93,2,https://www.vhmml.org/readingRoom/view/201049,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7515/EMML+7515_041a.jpeg,1,39v,41a,1,1,bottom-right,Hildephonsus of Toledo composes the book of the Taʾammǝra Māryā,manuscript; book; folio; pen; reed,Ildefonsus of Toledo; bishop; scribe; author,,,,,,,2000,1,EMML (HMML) 7515,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7515",https://w3id.org/vhmml/readingRoom/view/201049,13
3181,1910,,TRUE,,225,227,2,https://www.vhmml.org/readingRoom/view/201049,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7515/EMML+7515_0160a.jpeg,1,158v,160a,1,1,bottom,Motherhood: Madonna and child,couch; sword; scabbard; book; jewelry,Mary; Jesus Christ; angel; Michael; Gabriel,,,,,,,2000,2,EMML (HMML) 7515,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7515",https://w3id.org/vhmml/readingRoom/view/201049,7011
3182,1911,,TRUE,,225,227,1,https://www.vhmml.org/readingRoom/view/201132,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7605/EMML+7605_371.jpg,1,231r,371,1,1,full,Motherhood: Madonna and child,couch; jewelry; book; handkerchief; sword,Mary; Jesus Christ; angel; Michael; Gabriel,,,,Captions are unclear,,,2000,1,EMML (HMML) 7605,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7605",https://w3id.org/vhmml/readingRoom/view/201132,7011
3183,1912,,TRUE,,225,227,1,https://www.vhmml.org/readingRoom/view/201761,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+9056/EMML+(HMML)+9056_003b.jpeg,1,1v,3,1,1,full,Motherhood: Madonna and child,couch; handkerchief; book; curtain,Mary; Jesus Christ; angel; Michael; Gabriel; patron,,,,,,,2000,1,EMML (HMML) 9056,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 9056",https://w3id.org/vhmml/readingRoom/view/201761,7011
3184,1913,,TRUE,,225,227,1,https://www.vhmml.org/readingRoom/view/201786,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+9103/EMML+9103-+039+.jpg,1,32v,39,1,1,full,Motherhood: Madonna and child,couch; handkerchief; book; crown; sword; scabbard,Mary; Jesus Christ; angel; Michael; Gabriel,,,,,,,2000,1,EMML (HMML) 9103,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 9103",https://w3id.org/vhmml/readingRoom/view/201786,7011
3185,1914,,TRUE,,225,227,1,https://www.vhmml.org/readingRoom/view/201807,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+9128/EMML+9128_f002r.jpg,1,2r,2b,1,1,full,Motherhood: Madonna and child,couch; handkerchief; book; curtain; plant; flower; shield; gun; rifle; sword; scabbard; book; manuscript,Mary; Jesus Christ; angel; Michael; Gabriel; patron,,,Michael; Heavenly Jerusalem; Tabot of Dor(?); Gabriel,Patron appears at the bottom of the illumination,,,2000,1,EMML (HMML) 9128,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 9128",https://w3id.org/vhmml/readingRoom/view/201807,7011
3186,1915,,,,51,93,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_007b.jpg,1,5r,7b,1,1,full,"Hildephonsus of Toledo handing over to St Mary the finished book of the Taʾammǝra Māryām, which she blesses and returns to him",throne; manuscript; book; mitre,Mary; Ildefonsus of Toledo; author; bishop,,,,,,,2000,1,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,13
3187,1916,,,,51,93,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_008a.jpg,2,5v,8a,2,1,top,St Mary presenting to Hildephonsus of Toledo a throne and garment,throne; book,Mary; Ildefonsus of Toledo; bishop,,,,,,,2000,2,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,13
3188,1916,,,,51,93,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_008a.jpg,2,5v,8a,2,2,bottom,Hildephonsus of Toledo's successor falling and being smitten by an angel having touched Mary's gifts to Hildephonsus without permission,throne; sword; handkerchief,Mary; angel; bishop,,,,,,,2000,2,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,13
3189,1917,,,,34,38,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_008b.jpg,1,6r,8b,1,1,full,"The worker standing next to St Mary, who performs a blessing gesture, while sitting on a throne and holding her son",throne; jewelry; handkerchief,Mary; Jesus Christ,,,,,,,2000,3,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,187
3190,1918,,,,35,44,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_010a.jpg,1,6v,10a,1,1,full,The Jewish priest lying on the ground after his fall in the foreground of the miniature,throne; handkerchief,Mary,,,,,,,2000,4,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,161
3191,1919,,,,35,44,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_010b.jpg,2,7r,10b,1,1,full,St Mary sitting on a throne with the two deacons in the background and raising him by her hand,throne,Mary,,,,,,,2000,5,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,161
3192,1920,,,,35,44,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_011a.jpg,3,7v,11a,1,1,full,"The Jewish priest standing before St Mary, who is sitting on the throne and performs a gesture of blessing",church; throne,Mary,,,,,,,2000,6,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,161
3193,1921,,,,35,47,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_011b.jpg,1,8r,11b,2,1,left,Dǝmyānos writing the name of St Mary in a manuscript,ink; ink well; ink horn; pen; reed; book; folio; knife; pen knife; lunellum,scribe,,,,,,,2000,7,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,162
3194,1921,,,,35,47,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_011b.jpg,1,8r,11b,2,2,right,"Dǝmyānos lying down before the icon of Mary, which performs a gesture of blessing",church; bed; blanket; handkerchief,Mary,,,,,,,2000,7,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,162
3195,1922,,,,35,54,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_013a.jpg,1,8v,13a,1,1,full,"The bishop ʾAbbās standing and distributing communion surrounded by the faithful, among whom is the woman who kisses his hand",church; building; city; Eucharist; Eucharistic bread; chalice; head covering; hand cross; candle,bishop,,,,,,,2000,8,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,163
3196,1923,,,,35,54,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_013b.jpg,2,9r,13b,2,1,left,The bishop sitting and cutting off his hand,knife; bowl; hand; church; building; city,bishop,,,,,,,2000,9,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,163
3197,1923,,,,35,54,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_013b.jpg,2,9r,13b,2,2,right,"The bishop and the faithful standing in front of the icon of the Virgin and Child, which has healed his hand",church; building; city,Mary; bishop,,,,Only the bishop and the Virgin Mary are depicted,,,2000,9,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,163
3198,1924,,,,38,43,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_014a.jpg,1,9v,14a,3,1,left,The monk Yǝsḥaq kneeling in prayer,church; book; bookstand; head coverng,monk,,,,,,,2000,10,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,19
3199,1924,,,,38,43,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_014a.jpg,1,9v,14a,3,2,center,The monk Yǝsḥaq falling on the ground during the apparition of Mary,church; building; handkerchief; head covering,Mary; monk,,,,,,,2000,10,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,19
3200,1924,,,,38,43,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_014a.jpg,1,9v,14a,3,3,right,The icon of St Mary taking Yǝsḥaq by the hand and raising him,church; building; head covering,Mary; monk,,,,,,,2000,10,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,19
3201,1925,,,,37,46,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_014b.jpg,1,10r,14b,1,1,right,St Mary standing next to Māryām of Dafrā,church; city; building,Mary,,,,,,,2000,11,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,27
3202,1926,,,,37,46,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_015a.jpg,2,10v,15a,1,1,full,Māryām of Dafrā partakes of the Eucharist in the church,church; Eucharist; Eucharistic bread; chalice; head covering; handkerchief; mitre,Mary; priest,,,,,,,2000,12,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,27
3203,1927,,,,37,45,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_015b.jpg,1,11r,15b,1,1,right,The painter sitting on a scaffold and drawing a scene,ladder,painter,,,,,,,2000,13,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,33
3204,1928,,,,37,45,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_016a.jpg,2,11v,16a,3,1,top-left,The painter sitting on a scaffold and drawing a scene,scaffolding; tree; garden; paint brush; ladder,painter; saint,,,,,,,2000,14,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,33
3205,1928,,,,37,45,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_016a.jpg,2,11v,16a,3,2,bottom-left,"The icon of St Mary, who extends her hand to save the painter",ladder,Mary; painter,,,,,,,2000,14,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,33
3206,1928,,,,37,45,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_016a.jpg,2,11v,16a,3,3,top-right,A group of demons look on,hell; hellfire; flame; fire,demon,,,,,,,2000,14,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,33
3207,1929,,,,38,56,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_016b.jpg,1,12r,16b,1,1,full,The sick pilgrim lying in bed,church; building; bed; blanket; plant; flower,,,,,,,,2000,15,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,54
3208,1930,,,,38,56,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_017a.jpg,2,12v,17a,4,1,top-left,The sick pilgrim standing before the places to which Mary carries him: unidentified,church; building,Mary,,,,,,,2000,16,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,54
3209,1930,,,,38,56,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_017a.jpg,2,12v,17a,4,2,top-right,The sick pilgrim standing before the places to which Mary carries him: unidentified,church; building,Mary,,,,,,,2000,16,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,54
3210,1930,,,,38,56,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_017a.jpg,2,12v,17a,4,3,bottom-left,The sick pilgrim standing before the places to which Mary carries him: unidentified,church; building,,,,,,,,2000,16,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,54
3211,1930,,,,38,56,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_017a.jpg,2,12v,17a,4,4,bottom-right,The sick pilgrim standing before the places to which Mary carries him: the Jordan,water; Jordan River; church; building,Mary,,,,,,,2000,16,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,54
3212,1931,,,,38,67,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_017b.jpg,1,13r,17b,1,1,full,The youth Zakāryās fastening a crown of roses to an icon of St Mary,crown; roses; church; couch,Mary; Jesus Christ,,,,,,,2000,17,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,153
3213,1932,,,,38,67,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_018a.jpg,2,13v,18a,3,1,top-left,The thieves hiding behind trees,tree; spear,,,,,,,,2000,18,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,153
3214,1932,,,,38,67,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_018a.jpg,2,13v,18a,3,2,top-right,"Zakāryās standing before St Mary, who is sitting on a throne surrounded by angels, and collects roses out of his mouth",building; throne; roses; tree,Mary; Jesus Christ,,,,,,,2000,18,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,153
3215,1932,,,,38,67,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_018a.jpg,2,13v,18a,3,3,bottom,The thieves being consecrated as monks,church; hat,monk,,,,,,,2000,18,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,153
3216,1933,,,,36,48,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_018b.jpg,1,14r,18b,2,1,left,The two thieves attempting to eat the bread they stole from Yolyānā and Barbārā,spear; hat; bread,,,,,,,,2000,19,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,154
3217,1933,,,,36,48,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_018b.jpg,1,14r,18b,2,2,right,The two thieves standing before an icon of St Mary,city; church; Jerusalem,monk,,,,,,,2000,19,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,154
3218,1934,,,,37,59,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_019a.jpg,1,14v,19a,3,1,bottom-left,The men in a boat,boat; felucca; water,,,,,,,,2000,20,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,16
3219,1934,,,,37,59,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_019a.jpg,1,14v,19a,3,2,bottom-center,One man being eaten by a crocodile,boat; felucca; water; crocodile,,,,,,,,2000,20,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,16
3220,1934,,,,37,59,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_019a.jpg,1,14v,19a,3,3,bottom-right,The two others standing on a rock above the water,boat; felucca; water; rock; stone,,,,,,,,2000,20,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,16
3221,1935,,,,37,59,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_019b.jpg,2,15r,19b,2,1,left,The camel brought by the man,saddle; camel,,,,,,,,2000,21,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,16
3222,1935,,,,37,59,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_019b.jpg,2,15r,19b,2,2,right,The other man bringing his sheep's wool to the monastery,monastery; building; wool; box; crate,priest; monk,,,,,,,2000,21,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,16
3223,1936,,,,36,66,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_020a.jpg,1,15v,20a,2,1,center,"St Mary surrounded by the sleeping monks of the monastery, which is depicted in the background",bed; blanket; pillow; church; monastery,Mary,,,,,,,2000,22,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,46
3224,1936,,,,36,66,46,https://www.vhmml.org/readingRoom/view/200934,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7366/EMML+7366_020a.jpg,1,15v,20a,2,2,bottom,The priest tells people Mary's desired location for the church,,monk,,,,,,,2000,22,EMML (HMML) 7366,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7366",https://w3id.org/vhmml/readingRoom/view/200934,46
